,y_true,y_pred
0,1.0,0.9825054407119751
1,0.0,0.2842177748680115
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,1.0,0.6951974034309387
7,1.0,1.0
8,0.0,0.12970325350761414
9,1.0,0.9595273733139038
10,0.0,0.0
11,0.0,0.3027915358543396
12,0.0,0.19487980008125305
13,1.0,0.1656433343887329
14,0.0,0.3039460778236389
15,0.0,0.0018019676208496094
16,0.0,0.0
17,0.0,0.0
18,1.0,1.0
19,0.0,0.5153753161430359
20,1.0,1.0
21,1.0,0.5185352563858032
22,0.0,0.1934036910533905
23,1.0,0.5620067119598389
24,1.0,1.0
25,0.0,0.13868656754493713
26,1.0,1.0
27,0.0,0.0
28,0.0,0.3752051591873169
29,1.0,0.9165627956390381
30,0.0,0.3593728542327881
31,0.0,0.21839851140975952
32,0.0,0.0
33,0.0,0.036128610372543335
34,1.0,1.0
35,1.0,1.0
36,0.0,0.36906445026397705
37,0.0,0.0
38,0.0,0.0
39,1.0,0.5944828391075134
40,1.0,1.0
41,0.0,1.0
42,1.0,1.0
43,0.0,0.2689433693885803
44,0.0,0.0
45,0.0,0.8962991237640381
46,0.0,0.0
47,1.0,1.0
48,1.0,1.0
49,1.0,1.0
50,1.0,1.0
51,0.0,0.7126962542533875
52,1.0,1.0
53,1.0,1.0
54,1.0,1.0
55,1.0,1.0
56,0.0,1.0
57,0.0,0.0
58,1.0,0.49955472350120544
59,1.0,0.7003405690193176
60,0.0,0.0
61,0.0,0.1448473036289215
62,1.0,1.0
63,1.0,1.0
64,1.0,1.0
65,0.0,0.37543967366218567
66,0.0,0.0
67,0.0,0.02948656678199768
68,0.0,0.5083590149879456
69,1.0,1.0
70,1.0,0.5949201583862305
71,0.0,0.0
72,1.0,1.0
73,0.0,0.8234859704971313
74,1.0,1.0
75,1.0,1.0
76,0.0,0.024121850728988647
77,0.0,0.0
78,1.0,1.0
79,0.0,0.3369159698486328
80,0.0,0.0
81,0.0,0.0
82,1.0,0.7869815826416016
83,1.0,0.6663215160369873
84,1.0,1.0
85,0.0,0.5158931016921997
86,0.0,0.21447649598121643
87,0.0,0.9268972873687744
88,1.0,1.0
89,1.0,1.0
90,1.0,0.5678045749664307
91,1.0,0.751450777053833
92,1.0,1.0
