,y_true,y_pred
0,1.0,1.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,1.0,0.6999700665473938
7,1.0,1.0
8,0.0,0.0
9,1.0,0.9535927772521973
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.0,0.053244590759277344
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,1.0,0.9321590662002563
19,0.0,0.47521713376045227
20,1.0,1.0
21,1.0,0.4986626207828522
22,0.0,0.04209437966346741
23,0.0,0.0
24,1.0,1.0
25,0.0,0.0
26,1.0,1.0
27,0.0,0.0
28,0.0,0.0703997015953064
29,1.0,0.7790015339851379
30,0.0,0.0
31,0.0,0.0
32,0.0,0.0
33,0.0,0.0
34,1.0,1.0
35,1.0,1.0
36,0.0,0.0
37,0.0,0.0
38,0.0,0.0
39,1.0,0.6056746244430542
40,1.0,1.0
41,0.0,0.8574694395065308
42,0.0,0.7718660831451416
43,0.0,0.0
44,0.0,0.0
45,0.0,0.6528419256210327
46,0.0,0.0
47,1.0,1.0
48,1.0,1.0
49,1.0,1.0
50,1.0,1.0
51,0.0,0.0
52,1.0,0.9327321648597717
53,0.0,0.9544055461883545
54,1.0,1.0
55,1.0,1.0
56,0.0,0.032932937145233154
57,0.0,0.0
58,0.0,0.0
59,0.0,0.4812750220298767
60,0.0,0.0
61,0.0,0.0
62,1.0,1.0
63,1.0,1.0
64,1.0,0.9688800573348999
65,0.0,0.0
66,0.0,0.0
67,0.0,0.0
68,0.0,0.25087493658065796
69,1.0,1.0
70,1.0,0.6423597931861877
71,0.0,0.0
72,1.0,1.0
73,0.0,0.7808150053024292
74,1.0,1.0
75,1.0,1.0
76,0.0,0.0
77,0.0,0.0
78,1.0,1.0
79,0.0,0.0
80,0.0,0.0
81,0.0,0.0
82,1.0,0.866047739982605
83,1.0,0.7173669338226318
84,1.0,1.0
85,0.0,0.10707902908325195
86,0.0,0.0
87,0.0,0.6166614294052124
88,1.0,1.0
89,1.0,1.0
90,0.0,0.28815126419067383
91,1.0,0.7905690670013428
92,1.0,1.0
93,1.0,1.0
94,1.0,1.0
95,1.0,1.0
96,0.0,0.0
97,0.0,0.5907609462738037
98,1.0,1.0
99,0.0,0.0
100,0.0,0.0
101,0.0,0.0
102,1.0,1.0
103,0.0,0.257617324590683
104,1.0,1.0
105,1.0,1.0
106,0.0,0.0
107,1.0,1.0
108,1.0,1.0
109,0.0,0.0
110,0.0,0.0
111,1.0,1.0
112,0.0,0.0
113,1.0,0.7119295597076416
114,1.0,1.0
115,0.0,0.0
116,1.0,0.4594767093658447
117,0.0,0.07960376143455505
118,0.0,0.0
119,0.0,0.0
120,1.0,0.9193626046180725
121,0.0,0.0
122,0.0,0.0
123,0.0,0.0
124,1.0,1.0
125,1.0,1.0
126,1.0,1.0
127,1.0,1.0
128,0.0,0.0
129,0.0,0.0
130,0.0,0.0
131,0.0,0.0
132,1.0,0.9404705166816711
133,0.0,0.0
134,1.0,1.0
135,0.0,0.4224725067615509
136,1.0,1.0
137,0.0,0.0
138,1.0,1.0
139,1.0,1.0
140,0.0,0.0
141,0.0,0.7070115208625793
142,0.0,0.10151061415672302
143,0.0,0.0
144,1.0,1.0
145,0.0,0.4387054145336151
146,1.0,1.0
147,1.0,0.6336005926132202
148,1.0,1.0
149,1.0,1.0
150,1.0,0.8831698894500732
151,1.0,0.9286340475082397
152,0.0,0.0
153,0.0,0.0
154,0.0,0.0
155,1.0,1.0
156,1.0,1.0
157,0.0,0.0
158,0.0,0.0
159,1.0,1.0
160,0.0,0.0
161,0.0,0.0
162,0.0,0.32541120052337646
163,0.0,0.46283838152885437
164,0.0,0.0
165,1.0,0.9090965986251831
166,1.0,1.0
167,0.0,0.0
168,1.0,0.7165793180465698
169,1.0,1.0
170,0.0,0.0
171,1.0,0.8873107433319092
172,1.0,1.0
173,1.0,1.0
174,0.0,0.0
175,1.0,1.0
176,1.0,1.0
177,0.0,0.0
178,0.0,1.0
179,0.0,0.0
180,0.0,0.14510244131088257
181,0.0,0.0
182,1.0,1.0
183,0.0,0.4038127362728119
184,0.0,0.0
185,0.0,0.0
186,0.0,0.6393201351165771
187,0.0,0.0
188,0.0,0.0
189,0.0,0.470371812582016
190,0.0,0.0
191,1.0,1.0
192,0.0,0.0
193,0.0,0.0
194,0.0,0.0
195,0.0,0.562138557434082
196,1.0,1.0
197,0.0,0.0
198,1.0,1.0
199,1.0,0.94258713722229
200,0.0,0.0
201,0.0,0.3494935631752014
202,0.0,0.461391419172287
203,0.0,0.5793446898460388
204,1.0,1.0
205,0.0,0.0
206,0.0,0.0
207,1.0,1.0
208,0.0,0.17668843269348145
209,1.0,0.8587445020675659
210,0.0,0.0
211,0.0,0.0
212,1.0,1.0
213,0.0,0.24301984906196594
214,1.0,0.8919005393981934
215,0.0,0.0
216,0.0,0.0
217,1.0,1.0
218,1.0,1.0
219,1.0,1.0
220,1.0,1.0
221,1.0,1.0
222,0.0,0.5420941114425659
223,1.0,1.0
224,1.0,1.0
225,0.0,0.07085269689559937
226,1.0,1.0
227,1.0,0.6588089466094971
228,0.0,0.0
229,0.0,0.0
230,1.0,0.9208141565322876
231,1.0,1.0
232,0.0,0.0
233,1.0,0.7473830580711365
234,1.0,1.0
235,0.0,0.0
236,0.0,0.0
237,1.0,1.0
238,1.0,0.6478902101516724
239,0.0,0.0
240,1.0,1.0
241,0.0,0.0
242,0.0,0.11117509007453918
243,0.0,0.0
244,1.0,0.9612486362457275
245,1.0,1.0
246,1.0,1.0
247,1.0,1.0
248,1.0,1.0
249,0.0,0.19490760564804077
250,1.0,0.5783379077911377
251,0.0,0.0
252,0.0,0.0
253,1.0,1.0
254,0.0,0.5004888772964478
255,0.0,0.0
256,0.0,0.0
257,0.0,0.0
258,1.0,1.0
259,1.0,0.9588721990585327
260,0.0,0.0
261,0.0,0.0
