epoch;accuracy;loss;precision;val_accuracy;val_loss;val_precision
0;0.38193345069885254;1.0039323568344116;0.4048493802547455;0.4651457667350769;0.7388051152229309;0.44859811663627625
1;0.5400158762931824;0.723331868648529;0.5530303120613098;0.7807351350784302;0.6387987732887268;0.7139874696731567
2;0.6905705332756042;0.6139733195304871;0.6990811824798584;0.8086184859275818;0.5393335819244385;0.7633410692214966
3;0.7571315169334412;0.5261664986610413;0.7650231122970581;0.8529784679412842;0.4480140507221222;0.8308081030845642
4;0.8145800232887268;0.4513320028781891;0.8251366019248962;0.8567807078361511;0.37466537952423096;0.8496042490005493
5;0.8280507326126099;0.397964209318161;0.8326937556266785;0.8707224130630493;0.3259468078613281;0.8612565398216248
6;0.8320126533508301;0.39768677949905396;0.8510808944702148;0.8770595788955688;0.3020470440387726;0.8726790547370911
7;0.834786057472229;0.3850353956222534;0.8447737693786621;0.8808618783950806;0.28360339999198914;0.8879781365394592
8;0.8482567071914673;0.36882656812667847;0.8805969953536987;0.8846641182899475;0.2793283462524414;0.9019607901573181
9;0.8446909785270691;0.3425690531730652;0.8759305477142334;0.8884664177894592;0.27060893177986145;0.9119318127632141
10;0.8526148796081543;0.3529609739780426;0.8773354887962341;0.891001284122467;0.2670285105705261;0.9101123809814453
11;0.8585578203201294;0.3409954011440277;0.8800321817398071;0.894803524017334;0.26018667221069336;0.913165271282196
12;0.839540421962738;0.3538051247596741;0.8607085347175598;0.9011406898498535;0.2558230459690094;0.9143646359443665
13;0.8609350323677063;0.3216676414012909;0.885551929473877;0.9024081230163574;0.2506658136844635;0.9146005511283875
14;0.8617274165153503;0.3225284814834595;0.8876221776008606;0.8960709571838379;0.2504535913467407;0.897849440574646
15;0.8486529588699341;0.34432360529899597;0.8598276972770691;0.8960709571838379;0.24626405537128448;0.897849440574646
16;0.8609350323677063;0.3272717595100403;0.8806089758872986;0.9074777960777283;0.24049358069896698;0.9224376678466797
17;0.8601426482200623;0.31461039185523987;0.8828756213188171;0.91128009557724;0.23623518645763397;0.9301676154136658
18;0.8637083768844604;0.32762545347213745;0.8818835020065308;0.91128009557724;0.23303040862083435;0.9277777671813965
19;0.8775752782821655;0.2813025712966919;0.8967999815940857;0.9150823950767517;0.22863063216209412;0.9283746480941772
20;0.8684627413749695;0.31064531207084656;0.8872901797294617;0.9074777960777283;0.2254248410463333;0.9155313372612
21;0.8692551255226135;0.3122081160545349;0.8825846910476685;0.91128009557724;0.22313512861728668;0.9277777671813965
22;0.8843106031417847;0.28886982798576355;0.8988142013549805;0.91128009557724;0.2218555063009262;0.9254143834114075
23;0.8672741651535034;0.2998736500740051;0.8755832314491272;0.9062104225158691;0.21930691599845886;0.9153005480766296
24;0.8629159927368164;0.3025764524936676;0.8750981688499451;0.9163498282432556;0.2172335833311081;0.9333333373069763
25;0.8783676624298096;0.30731847882270813;0.8888888955116272;0.9201520681381226;0.21713055670261383;0.9245283007621765
26;0.8823296427726746;0.3189939558506012;0.8958990573883057;0.9176172614097595;0.21273335814476013;0.9264305233955383
27;0.8783676624298096;0.2762390375137329;0.8925750255584717;0.9125475287437439;0.21970540285110474;0.8992248177528381
28;0.8870840072631836;0.2891455292701721;0.8866057991981506;0.9201520681381226;0.21427106857299805;0.9362881183624268
29;0.8799524307250977;0.29912084341049194;0.8979266285896301;0.9214195013046265;0.21334736049175262;0.9364640712738037
30;0.8843106031417847;0.28552454710006714;0.9032773971557617;0.927756667137146;0.21315611898899078;0.930294930934906
31;0.8755943179130554;0.27927365899086;0.885848343372345;0.927756667137146;0.21021610498428345;0.930294930934906
32;0.8918383717536926;0.2789924144744873;0.9053627848625183;0.9264892339706421;0.20795290172100067;0.9278075098991394
33;0.8866878151893616;0.2927565276622772;0.9030976891517639;0.9252218008041382;0.20515531301498413;0.9253333210945129
34;0.8815372586250305;0.28892621397972107;0.8871715664863586;0.9290241003036499;0.2027483880519867;0.9304812550544739
35;0.8866878151893616;0.30081456899642944;0.897415816783905;0.9226869344711304;0.20206235349178314;0.9318801164627075
36;0.8843106031417847;0.2626970410346985;0.9007148742675781;0.9226869344711304;0.20093506574630737;0.9295393228530884
37;0.8843106031417847;0.26417651772499084;0.8981847167015076;0.927756667137146;0.19748425483703613;0.9326145648956299
38;0.8870840072631836;0.29931071400642395;0.8950233459472656;0.9290241003036499;0.19455084204673767;0.9398906826972961
39;0.8914421796798706;0.2742798924446106;0.9027451276779175;0.9290241003036499;0.1921776831150055;0.942307710647583
40;0.8886687755584717;0.26557686924934387;0.9028435945510864;0.927756667137146;0.19049111008644104;0.934959352016449
41;0.8878763914108276;0.26225319504737854;0.9039682745933533;0.927756667137146;0.18703745305538177;0.942148745059967
42;0.8930269479751587;0.25913721323013306;0.9127301573753357;0.927756667137146;0.1848336160182953;0.9445983171463013
43;0.8950079083442688;0.27331408858299255;0.9190938472747803;0.9302915334701538;0.18375511467456818;0.9424657821655273
44;0.9017432928085327;0.2715476453304291;0.9116497039794922;0.9315589070320129;0.181423157453537;0.9426229596138
45;0.8965927362442017;0.2479030191898346;0.9100946187973022;0.9328263401985168;0.17994432151317596;0.9403793811798096
46;0.8918383717536926;0.2770390510559082;0.9003115296363831;0.9340937733650208;0.1781313419342041;0.9405405521392822
47;0.8946117162704468;0.2446518838405609;0.9058823585510254;0.9353612065315247;0.1762598603963852;0.9383378028869629
48;0.8989698886871338;0.25847816467285156;0.9111635088920593;0.9353612065315247;0.17467081546783447;0.9383378028869629
49;0.8854991793632507;0.28989869356155396;0.8862595558166504;0.9366286396980286;0.17269311845302582;0.9385026693344116
