v_front,v_ego,v_behind,d_front,d_behind,label,label_1,label_2,label_3,label_4
29.850038528442383,30.023868560791016,32.86733627319336,94.97710418701172,68.44842529296875,0,0,0,0,0
8.486059188842773,8.826225280761719,11.421942710876465,92.13359832763672,65.72883605957031,1,1,1,1,1
26.483375549316406,27.453153610229492,28.68111228942871,83.79566955566406,86.7515869140625,0,0,0,0,0
27.96352767944336,30.207273483276367,26.47665786743164,67.6474609375,154.4892578125,0,0,0,1,0
18.473596572875977,25.884788513183594,31.497154235839844,9.513988494873047,24.768081665039062,0,0,0,0,0
28.479843139648438,32.431732177734375,31.480506896972656,46.13041687011719,114.24383544921875,0,0,0,0,0
23.31131935119629,26.17997169494629,23.56732940673828,55.8326530456543,141.42214965820312,0,0,0,1,0
23.241607666015625,30.47321319580078,33.11812973022461,2.3917744159698486,67.5052490234375,0,0,0,0,0
23.725324630737305,24.513002395629883,23.321165084838867,84.91905212402344,121.44192504882812,1,0,1,1,1
24.924964904785156,25.45354652404785,30.47220802307129,90.04241943359375,32.90773391723633,0,0,0,0,0
28.641475677490234,26.4931697845459,27.5775089263916,127.50395202636719,88.22921752929688,0,0,0,0,0
24.524391174316406,25.551122665405273,28.2557315826416,82.73745727539062,65.3985595703125,0,0,0,0,0
12.7744779586792,18.996559143066406,22.928302764892578,2.170217752456665,46.022403717041016,0,0,0,0,0
12.343926429748535,15.44739818572998,13.854486465454102,47.821739196777344,129.4227294921875,1,1,1,1,1
21.529876708984375,20.8483943939209,18.742910385131836,9.330243110656738,14.460726737976074,0,0,0,0,0
11.342729568481445,12.784799575805664,16.98125457763672,73.38713073730469,38.982730865478516,0,0,0,0,0
12.999383926391602,17.2138671875,16.258798599243164,31.280174255371094,119.40969848632812,1,0,0,1,1
27.546865463256836,32.45463943481445,31.64423942565918,33.22822570800781,112.51152801513672,0,0,0,0,0
31.048324584960938,30.404727935791016,31.94442367553711,105.71320343017578,82.22899627685547,0,0,0,0,0
22.024269104003906,25.446435928344727,26.00739097595215,48.0357551574707,95.8331069946289,0,0,0,1,0
23.1962947845459,22.22201919555664,24.416179656982422,111.14734649658203,71.72589111328125,0,0,0,0,0
11.898387908935547,15.333667755126953,13.290458679199219,42.74089431762695,136.2648468017578,1,1,1,1,1
32.905643463134766,31.315505981445312,28.32821273803711,118.13007354736328,143.07928466796875,1,0,1,1,0
22.989686965942383,19.068422317504883,18.428367614746094,155.07420349121094,114.33290100097656,1,1,1,1,1
26.617027282714844,30.79340934753418,32.38575744628906,40.57545852661133,81.78282928466797,0,0,0,0,0
20.574024200439453,20.850635528564453,23.009794235229492,92.98198699951172,72.30953216552734,1,0,0,0,0
30.985769271850586,27.330678939819336,32.2618408203125,147.2697296142578,35.4470329284668,0,0,0,0,0
20.527372360229492,16.840003967285156,21.222156524658203,152.9976806640625,38.13462829589844,0,0,0,0,0
7.124546051025391,10.903970718383789,10.272591590881348,36.68806838989258,113.4847640991211,1,1,1,1,1
11.90091609954834,17.692983627319336,15.971120834350586,8.018477439880371,131.20140075683594,0,0,0,0,0
21.56431007385254,21.254919052124023,21.802616119384766,101.74000549316406,96.10730743408203,1,0,1,1,0
13.008662223815918,20.05119514465332,18.7047061920166,9.315085411071777,124.7514419555664,0,0,0,0,0
14.599124908447266,13.07306957244873,12.938457489013672,119.69837188720703,106.15193939208984,1,1,1,1,1
19.280399322509766,17.197053909301758,16.828432083129883,127.32929992675781,110.63785552978516,1,1,1,1,1
27.149478912353516,23.147598266601562,29.823488235473633,155.32965087890625,7.106077671051025,0,0,0,0,0
25.62506675720215,31.357744216918945,32.488983154296875,20.28126335144043,87.09374237060547,0,0,0,0,0
25.341299057006836,26.989107131958008,26.100250244140625,74.38375091552734,116.2127685546875,1,0,0,1,0
28.428720474243164,28.154260635375977,32.96637725830078,101.24553680419922,37.570316314697266,0,0,0,0,0
23.140722274780273,25.840530395507812,33.182777404785156,58.169010162353516,1.4241200685501099,0,0,0,0,0
24.07061195373535,20.174560546875,16.81523895263672,155.09133911132812,154.81517028808594,1,1,1,1,1
5.28829288482666,10.06239128112793,14.709588050842285,20.5196590423584,30.66738510131836,0,0,0,0,0
19.96472930908203,23.575990676879883,30.293882369995117,43.50373458862305,7.665563106536865,0,0,0,0,0
4.583981990814209,9.97746753692627,9.560261726379395,10.956119537353516,109.98238372802734,1,0,0,1,1
22.554412841796875,27.577306747436523,31.616069793701172,26.020883560180664,47.385528564453125,0,0,0,0,0
14.75998306274414,17.162269592285156,16.01287269592285,58.8096923828125,122.60775756835938,1,1,1,1,1
32.5184211730957,32.4316520690918,32.76788330078125,99.09349822998047,97.18223571777344,0,0,0,0,0
28.84844207763672,28.703405380249023,29.145071029663086,99.31375122070312,97.0310287475586,0,0,0,0,0
30.64238166809082,31.99070930480957,29.3336124420166,79.91278076171875,137.5602264404297,0,0,0,1,0
13.903661727905273,12.20383071899414,18.227771759033203,122.25300598144531,9.985270500183105,0,0,0,0,0
24.166067123413086,30.443269729614258,30.183353424072266,11.676591873168945,106.33684539794922,0,0,0,0,0
18.764432907104492,17.125402450561523,23.778356552124023,121.01610565185547,3.622987747192383,0,0,0,0,0
25.93624496459961,23.823436737060547,26.067110061645508,127.41268920898438,71.62483978271484,0,0,0,0,0
32.880096435546875,29.24471092224121,29.409082412719727,145.37615966796875,100.8565444946289,0,0,0,0,0
22.174549102783203,25.352947235107422,25.61666488647461,51.11688232421875,100.57110595703125,0,0,0,1,0
24.01541519165039,19.83690071105957,22.237363815307617,159.552734375,68.91864013671875,1,0,0,0,0
18.53398895263672,14.484959602355957,13.263215065002441,159.28610229492188,123.1894302368164,1,1,1,1,1
26.219158172607422,22.542892456054688,29.59867286682129,150.8121337890625,1.1433438062667847,0,0,0,0,0
27.22284507751465,29.791532516479492,33.008399963378906,62.263587951660156,59.67909240722656,0,0,0,0,0
26.377174377441406,23.680057525634766,24.799373626708984,135.5351104736328,88.14823913574219,1,0,0,1,0
10.02011775970459,15.01534366607666,13.169859886169434,18.64716339111328,133.33628845214844,0,0,0,1,0
12.141378402709961,17.17938232421875,22.6953182220459,19.052562713623047,20.916126251220703,0,0,0,0,0
31.768918991088867,30.408323287963867,29.983570098876953,115.4200668334961,108.516845703125,1,0,0,0,0
24.2675838470459,28.09013557434082,28.231460571289062,44.072731018066406,101.62519836425781,0,0,0,0,0
8.717062950134277,9.641873359680176,11.851116180419922,82.13972473144531,68.4193115234375,1,1,1,1,1
1.9283722639083862,8.539908409118652,6.599364757537842,7.201480388641357,134.35328674316406,1,0,0,1,1
12.694151878356934,9.05356216430664,13.561811447143555,154.7277374267578,31.793066024780273,1,0,0,0,0
18.686525344848633,19.23733901977539,15.9796142578125,87.8691177368164,154.0137481689453,1,1,1,1,1
4.595615863800049,11.209090232849121,7.0801100730896,7.824023246765137,168.83091735839844,0,0,0,0,0
27.479284286499023,28.152902603149414,28.302446365356445,87.67353057861328,101.51951599121094,1,0,0,0,0
8.948285102844238,11.857924461364746,15.287893295288086,50.53713607788086,50.76270294189453,1,0,1,1,0
27.138578414916992,28.60956573486328,27.273319244384766,76.73082733154297,122.5585708618164,1,0,0,1,0
23.968778610229492,23.06559181213379,30.155370712280273,111.18099975585938,1.3800233602523804,0,0,0,0,0
25.527902603149414,23.84376335144043,23.531970977783203,121.59514617919922,108.91863250732422,1,0,1,1,0
6.561182022094727,10.76938247680664,15.725920677185059,30.146577835083008,26.168333053588867,0,0,0,0,0
10.661874771118164,17.048500061035156,18.47010040283203,1.5819214582443237,83.10955810546875,0,0,0,0,0
28.6097412109375,32.11744689941406,29.871511459350586,51.61726760864258,131.98130798339844,0,0,0,0,0
17.797353744506836,24.04448699951172,20.292678833007812,5.916413307189941,158.95675659179688,0,0,0,0,0
17.144678115844727,24.492074966430664,25.424121856689453,10.593110084533691,90.95330047607422,0,0,0,0,0
27.310813903808594,27.300216674804688,24.13353157043457,97.46089172363281,148.875244140625,1,0,1,1,1
12.388447761535645,9.481941223144531,14.325762748718262,142.92156982421875,26.847753524780273,0,0,0,0,0
28.24168586730957,28.152286529541016,30.95332908630371,98.70645141601562,64.52777862548828,0,0,0,0,0
19.56035041809082,25.632841110229492,27.96794891357422,9.361603736877441,70.53844451904297,0,0,0,0,0
8.172816276550293,14.197063446044922,8.174873352050781,11.196405410766602,15.966010093688965,0,0,0,0,0
13.1858549118042,16.384750366210938,19.024362564086914,46.34596633911133,64.6225814819336,1,0,1,1,0
31.469139099121094,31.709857940673828,30.672754287719727,94.69416046142578,116.39610290527344,1,0,0,0,0
9.29883861541748,12.258686065673828,10.987869262695312,49.84181594848633,123.80208587646484,1,1,1,1,1
20.69144058227539,25.86814308166504,30.963083267211914,22.957046508789062,31.65557098388672,0,0,0,0,0
2.37284779548645,8.783743858337402,14.642378807067871,3.8183398246765137,10.507420539855957,0,0,0,0,0
18.18642234802246,23.098337173461914,24.558399200439453,25.46784782409668,82.39794158935547,0,0,0,0,0
14.80953598022461,12.347648620605469,18.003631591796875,134.24244689941406,16.03213119506836,0,0,0,0,0
17.337289810180664,15.19856071472168,19.105064392089844,129.1713409423828,44.89265060424805,0,0,0,0,0
7.913369655609131,14.255541801452637,19.834327697753906,2.5527539253234863,18.01942253112793,0,0,0,0,0
10.208725929260254,14.59027099609375,20.61858558654785,27.938079833984375,11.615982055664062,0,0,0,0,0
19.124818801879883,25.632383346557617,28.323312759399414,2.685091018676758,65.56670379638672,0,0,0,0,0
12.872190475463867,19.533552169799805,22.777057647705078,4.12440299987793,56.422725677490234,0,0,0,0,0
